TransactionID,Date,BranchID,ServiceID,Quantity,Revenue,CustomerType
T03511,2020-04-02,F008,S010,1,26.0,Trial
T03512,2020-03-22,F009,S006,3,75.0,Trial
T03513,2020-01-02,F008,S006,2,50.0,Trial
T03514,2020-04-24,F003,S001,2,44.0,Non-Member
T03515,2020-10-01,F006,S003,2,40.0,
T03516,2020-01-29,F002,S007,2,70.0,Non-Member
T03517,2020-05-09,F008,S003,1,20.0,
T03518,2020-10-10,F009,S016,3,240.0,Trial
T03519,2020-01-07,F006,S004,1,25.0,Member
T03520,2020-09-28,F005,S003,3,60.0,Member
T03521,2020-07-02,F002,S010,1,26.0,Non-Member
T03522,2020-01-12,F001,S016,2,160.0,Member
T03523,2020-05-20,F006,S003,2,40.0,Trial
T03524,2020-10-24,F004,S007,1,35.0,Trial
T03525,2020-07-27,F003,S025,2,90.0,Trial
T03526,2020-08-17,F004,S017,2,180.0,Non-Member
T03527,2020-01-22,F003,S022,2,,
T03528,2020-04-14,F001,S013,1,35.0,Trial
T03529,2020-07-30,F004,S014,1,75.0,Trial
T03530,2020-02-11,F003,S010,1,,Non-Member
T03531,2020-09-01,F004,S020,2,40.0,Member
T03532,2020-03-11,F006,S018,1,,Member
T03533,2020-10-17,F004,S014,2,150.0,Trial
T03534,2020-04-07,F007,S010,1,26.0,Trial
T03535,2020-06-28,F004,S003,3,60.0,Trial
T03536,2020-06-10,F005,S012,2,56.0,
T03537,2020-07-07,F001,S025,3,135.0,Trial
T03538,2020-02-25,F005,S013,3,105.0,Non-Member
T03539,2020-11-30,F002,S018,1,129.0,Trial
T03540,2020-11-12,F009,S019,1,,Trial
T03541,2020-07-29,F004,S008,3,66.0,Member
T03542,2020-03-06,F004,S001,2,44.0,
T03543,2020-04-17,F004,S008,3,66.0,Non-Member
T03544,2020-02-23,F007,S001,1,22.0,Trial
T03545,2020-01-14,F003,S016,1,80.0,Trial
T03546,2020-01-03,F001,S025,2,90.0,Non-Member
T03547,2020-10-06,F007,S013,2,70.0,Trial
T03548,2020-08-27,F001,S016,3,240.0,Non-Member
T03549,2020-07-18,F001,S024,1,6.0,Trial
T03550,2020-06-10,F008,S024,3,18.0,
T03551,2020-08-06,F004,S014,3,225.0,Member
T03552,2020-07-01,F004,S016,1,80.0,Member
T03553,2020-10-11,F009,S005,1,30.0,Non-Member
T03554,2020-01-23,F008,S001,1,22.0,
T03555,2020-05-30,F008,S016,1,80.0,Trial
T03556,2020-07-04,F002,S017,3,270.0,Trial
T03557,2020-03-11,F002,S001,3,66.0,Trial
T03558,2020-04-06,F007,S015,3,135.0,Non-Member
T03559,2020-09-15,F002,S014,3,225.0,Trial
T03560,2020-01-06,F001,S013,2,70.0,Member
T03561,2020-03-22,F008,S019,1,1299.0,Member
T03562,2020-06-08,F003,S012,1,28.0,Trial
T03563,2020-07-12,F006,S017,1,90.0,Trial
T03564,2020-10-06,F002,S022,2,9.0,Non-Member
T03565,2020-03-21,F005,S004,3,75.0,Trial
T03566,2020-11-05,F008,S001,1,22.0,Member
T03567,2020-01-22,F009,S002,3,84.0,Non-Member
T03568,2020-05-15,F009,S024,1,6.0,Trial
T03569,2020-05-12,F005,S017,2,180.0,Member
T03570,2020-05-19,F009,S008,1,22.0,Trial
T03571,2020-08-01,F006,S018,1,129.0,Trial
T03572,2020-12-20,F008,S024,3,18.0,Non-Member
T03573,2020-07-17,F001,S006,1,25.0,Non-Member
T03574,2020-02-05,F009,S023,1,24.99,Trial
T03575,2020-12-26,F007,S024,3,18.0,Trial
T03576,2020-06-01,F001,S011,3,84.0,Trial
T03577,2020-11-21,F005,S008,3,66.0,Member
T03578,2020-09-28,F008,S024,3,18.0,Member
T03579,2020-12-25,F004,S015,3,135.0,Non-Member
T03580,2020-11-24,F006,S023,1,24.99,Trial
T03581,2020-02-24,F003,S014,3,225.0,Trial
T03582,2020-01-12,F005,S003,2,40.0,Trial
T03583,2020-09-06,F009,S021,1,8.5,Non-Member
T03584,2020-11-19,F008,S007,3,105.0,Member
T03585,2020-05-25,F003,S004,2,,Trial
T03586,2020-07-17,F003,S009,2,48.0,Trial
T03587,2020-05-09,F004,S007,1,35.0,Trial
T03588,2020-10-05,F003,S015,1,45.0,Member
T03589,2020-06-29,F008,S014,2,150.0,Non-Member
T03590,2020-01-17,F009,S010,1,26.0,Trial
T03591,2020-09-23,F005,S023,2,49.98,Trial
T03592,2020-01-07,F002,S011,2,56.0,Trial
T03593,2020-05-30,F007,S013,1,,Member
T03594,2020-11-03,F008,S017,3,270.0,Trial
T03595,2020-08-06,F006,S021,1,8.5,Trial
T03596,2020-06-24,F005,S005,2,60.0,Trial
T03597,2020-10-14,F007,S013,2,70.0,Non-Member
T03598,2020-11-08,F003,S019,1,1299.0,Member
T03599,2020-08-25,F003,S005,3,90.0,Trial
T03600,2020-08-29,F005,S002,2,56.0,Member
T03601,2020-02-20,F006,S025,2,90.0,Member
T03602,2020-04-26,F009,S006,2,50.0,Non-Member
T03603,2020-10-12,F007,S022,3,13.5,Non-Member
T03604,2020-05-01,F003,S007,3,105.0,Trial
T03605,2020-03-11,F003,S012,3,84.0,Trial
T03606,2020-08-04,F009,S024,2,12.0,Non-Member
T03607,2020-10-15,F007,S014,1,75.0,Member
T03608,2020-04-26,F006,S013,2,70.0,Trial
T03609,2020-05-17,F009,S002,3,84.0,Trial
T03610,2020-04-12,F008,S021,1,8.5,Trial
T03611,2020-10-23,F003,S014,1,75.0,Trial
T03612,2020-04-28,F006,S001,3,66.0,Trial
T03613,2020-01-17,F001,S024,1,6.0,Non-Member
T03614,2020-08-07,F007,S010,2,52.0,Member
T03615,2020-10-26,F007,S003,2,40.0,
T03616,2020-10-17,F002,S001,1,22.0,Member
T03617,2020-08-08,F007,S012,3,84.0,Trial
T03618,2020-06-07,F006,S010,3,78.0,Non-Member
T03619,2020-01-20,F001,S004,2,50.0,Trial
T03620,2020-07-23,F003,S021,3,25.5,Trial
T03621,2020-06-01,F003,S001,3,66.0,Trial
T03622,2020-04-02,F003,S011,3,84.0,Trial
T03623,2020-12-17,F004,S002,2,56.0,Non-Member
T03624,2020-03-21,F002,S014,2,,Trial
T03625,2020-07-23,F002,S002,3,84.0,Trial
T03626,2020-01-31,F009,S022,3,13.5,Trial
T03627,2020-02-03,F002,S016,1,80.0,Non-Member
T03628,2020-12-08,F005,S001,3,66.0,Non-Member
T03629,2020-07-02,F001,S001,2,44.0,Trial
T03630,2020-03-31,F003,S015,2,90.0,Trial
T03631,2020-05-05,F005,S019,1,1299.0,Trial
T03632,2020-12-09,F007,S011,1,28.0,Trial
T03633,2020-12-10,F006,S002,2,56.0,Non-Member
T03634,2020-05-25,F008,S016,3,240.0,Trial
T03635,2020-02-10,F002,S014,1,,Non-Member
T03636,2020-09-17,F006,S023,3,74.97,Trial
T03637,2020-04-08,F009,S018,1,129.0,
T03638,2020-06-24,F006,S020,3,60.0,Trial
T03639,2020-06-11,F003,S002,2,56.0,Member
T03640,2020-12-10,F006,S011,1,28.0,Non-Member
T03641,2020-04-26,F001,S004,2,50.0,Trial
T03642,2020-04-28,F001,S022,1,4.5,Non-Member
T03643,2020-11-04,F008,S015,3,135.0,Trial
T03644,2020-05-30,F005,S008,1,22.0,Non-Member
T03645,2020-10-30,F005,S012,3,84.0,Trial
T03646,2020-09-25,F007,S016,3,240.0,Trial
T03647,2020-12-28,F001,S010,2,52.0,Trial
T03648,2020-03-07,F005,S021,3,25.5,Trial
T03649,2020-05-20,F008,S005,3,90.0,Non-Member
T03650,2020-12-04,F005,S004,3,75.0,Member
T03651,2020-07-28,F008,S021,3,25.5,Member
T03652,2020-01-12,F001,S020,3,60.0,Trial
T03653,2020-10-13,F005,S010,1,26.0,Non-Member
T03654,2020-10-23,F004,S003,2,40.0,Trial
T03655,2020-03-08,F002,S005,3,90.0,Non-Member
T03656,2020-08-04,F006,S017,2,180.0,Trial
T03657,2020-01-26,F003,S010,3,78.0,Member
T03658,2020-01-01,F006,S021,2,17.0,Trial
T03659,2020-10-15,F002,S012,3,84.0,Trial
T03660,2020-04-27,F005,S022,2,9.0,Trial
T03661,2020-06-28,F002,S021,1,8.5,Non-Member
T03662,2020-05-26,F004,S009,2,48.0,Member
T03663,2020-08-27,F001,S017,1,90.0,Trial
T03664,2020-11-29,F004,S003,3,60.0,Non-Member
T03665,2020-10-29,F006,S020,3,60.0,Trial
T03666,2020-05-02,F006,S015,3,135.0,Trial
T03667,2020-06-15,F001,S024,2,12.0,Non-Member
T03668,2020-12-19,F002,S005,3,90.0,Non-Member
T03669,2020-02-07,F002,S003,1,20.0,Trial
T03670,2020-06-06,F003,S004,3,75.0,Member
T03671,2020-06-12,F005,S009,2,48.0,Non-Member
T03672,2020-08-25,F008,S002,2,56.0,Member
T03673,2020-07-08,F001,S015,1,45.0,Trial
T03674,2020-11-26,F001,S021,2,17.0,Non-Member
T03675,2020-07-16,F004,S006,2,50.0,Trial
T03676,2020-04-01,F005,S023,3,74.97,Non-Member
T03677,2020-03-07,F007,S011,2,56.0,
T03678,2020-01-02,F008,S020,3,60.0,Member
T03679,2020-05-10,F008,S002,2,56.0,Non-Member
T03680,2020-08-13,F009,S016,2,160.0,Trial
T03681,2020-03-24,F004,S020,3,60.0,Trial
T03682,2020-04-09,F007,S019,1,1299.0,Member
T03683,2020-09-22,F005,S012,2,56.0,Trial
T03684,2020-02-25,F009,S022,1,4.5,Trial
T03685,2020-08-19,F003,S017,1,90.0,Trial
T03686,2020-03-16,F001,S004,2,50.0,Trial
T03687,2020-02-23,F006,S020,3,60.0,Trial
T03688,2020-03-25,F008,S010,2,52.0,Trial
T03689,2020-02-20,F006,S021,2,17.0,Non-Member
T03690,2020-04-08,F004,S003,3,,Trial
T03691,2020-10-20,F004,S003,3,60.0,Non-Member
T03692,2020-11-24,F005,S016,2,160.0,Trial
T03693,2020-02-02,F007,S024,1,6.0,Trial
T03694,2020-07-13,F006,S021,1,8.5,
T03695,2020-02-27,F001,S001,1,22.0,Non-Member
T03696,2020-09-12,F009,S014,2,150.0,Trial
T03697,2020-09-24,F008,S002,1,28.0,Trial
T03698,2020-03-02,F003,S011,1,28.0,Member
T03699,2020-11-28,F007,S007,1,35.0,Member
T03700,2020-06-18,F004,S016,2,160.0,Non-Member
T03701,2020-03-28,F009,S015,3,135.0,
T03702,2020-12-28,F008,S010,3,,Trial
T03703,2020-04-05,F003,S013,3,105.0,
T03704,2020-06-11,F004,S003,1,20.0,Trial
T03705,2020-03-24,F005,S025,1,45.0,Trial
T03706,2020-03-09,F001,S015,2,90.0,Trial
T03707,2020-11-04,F004,S024,1,6.0,
T03708,2020-11-29,F005,S009,3,72.0,Trial
T03709,2020-02-28,F007,S022,2,9.0,Trial
T03710,2020-12-13,F007,S006,3,75.0,Trial
T03711,2020-12-08,F004,S018,1,129.0,Trial
T03712,2020-01-04,F003,S025,2,,Trial
T03713,2020-12-06,F002,S012,2,56.0,Non-Member
T03714,2020-12-06,F007,S017,2,180.0,Member
T03715,2020-11-27,F008,S002,2,56.0,Member
T03716,2020-10-04,F003,S012,1,28.0,Member
T03717,2020-01-16,F004,S003,3,60.0,Trial
T03718,2020-08-19,F003,S001,2,44.0,Trial
T03719,2020-10-23,F002,S009,2,48.0,Trial
T03720,2020-07-31,F007,S003,3,60.0,Trial
T03721,2020-07-25,F008,S022,2,9.0,Member
T03722,2020-02-17,F006,S002,3,84.0,Trial
T03723,2020-04-30,F005,S001,1,22.0,Member
T03724,2020-04-04,F007,S021,2,17.0,
T03725,2020-08-20,F007,S023,2,49.98,Trial
T03726,2020-07-08,F007,S021,2,17.0,Trial
T03727,2020-08-22,F004,S024,1,6.0,
T03728,2020-09-02,F005,S003,1,20.0,Trial
T03729,2020-01-02,F007,S017,2,180.0,Member
T03730,2020-03-18,F004,S008,1,22.0,Trial
T03731,2020-08-06,F003,S004,2,50.0,Trial
T03732,2020-11-21,F001,S014,1,75.0,Trial
T03733,2020-06-20,F004,S015,1,45.0,Member
T03734,2020-06-13,F004,S025,2,90.0,Non-Member
T03735,2020-10-05,F001,S016,3,240.0,Member
T03736,2020-11-21,F007,S005,3,90.0,Non-Member
T03737,2020-02-01,F007,S004,2,50.0,Member
T03738,2020-09-02,F002,S002,2,56.0,Trial
T03739,2020-03-03,F007,S020,1,20.0,
T03740,2020-08-09,F008,S002,2,56.0,Member
T03741,2020-05-17,F002,S004,2,50.0,Trial
T03742,2020-08-14,F007,S022,1,,Member
T03743,2020-10-31,F005,S014,2,150.0,Member
T03744,2020-10-17,F007,S022,1,4.5,Trial
T03745,2020-05-18,F007,S003,1,20.0,Non-Member
T03746,2020-11-05,F009,S008,1,22.0,Trial
T03747,2020-10-04,F009,S010,3,78.0,Trial
T03748,2020-08-19,F009,S017,3,270.0,Non-Member
T03749,2020-05-11,F004,S015,2,90.0,Trial
T03750,2020-09-28,F007,S018,1,129.0,Trial
T03751,2020-03-31,F008,S009,3,72.0,Non-Member
T03752,2020-12-22,F004,S001,1,22.0,Trial
T03753,2020-02-03,F006,S009,2,48.0,Trial
T03754,2020-10-29,F006,S001,1,22.0,Non-Member
T03755,2020-04-20,F007,S015,1,45.0,Member
T03756,2020-02-03,F006,S013,2,70.0,Member
T03757,2020-05-21,F001,S018,1,129.0,Non-Member
T03758,2020-09-30,F003,S010,2,52.0,
T03759,2020-11-07,F002,S021,1,8.5,Trial
T03760,2020-02-10,F007,S011,1,,Trial
T03761,2020-12-09,F003,S022,1,4.5,Member
T03762,2020-07-10,F007,S021,1,8.5,Trial
T03763,2020-10-02,F002,S008,1,22.0,Member
T03764,2020-07-05,F002,S017,3,270.0,Member
T03765,2020-12-29,F004,S013,3,,Member
T03766,2020-01-14,F005,S015,3,135.0,Member
T03767,2020-06-04,F007,S024,2,12.0,Trial
T03768,2020-11-02,F005,S002,2,56.0,Member
T03769,2020-06-17,F002,S020,1,20.0,Trial
T03770,2020-03-20,F008,S018,1,129.0,Member
T03771,2020-12-26,F002,S020,3,60.0,Non-Member
T03772,2020-08-10,F009,S020,1,20.0,Member
T03773,2020-11-15,F009,S014,3,,Member
T03774,2020-11-23,F007,S017,1,,Trial
T03775,2020-06-06,F002,S014,3,225.0,Trial
T03776,2020-07-18,F002,S004,2,50.0,Trial
T03777,2020-12-16,F003,S020,2,40.0,Non-Member
T03778,2020-01-02,F007,S016,1,80.0,Member
T03779,2020-06-24,F009,S024,2,12.0,Non-Member
T03780,2020-05-23,F001,S009,3,,Trial
T03781,2020-09-05,F006,S023,2,49.98,Non-Member
T03782,2020-05-25,F001,S002,1,28.0,Member
T03783,2020-04-11,F002,S012,1,28.0,Trial
T03784,2020-02-17,F008,S012,3,84.0,Trial
T03785,2020-04-01,F003,S022,2,9.0,Trial
T03786,2020-11-20,F008,S014,2,150.0,Member
T03787,2020-11-08,F005,S019,1,1299.0,Trial
T03788,2020-09-16,F004,S006,2,50.0,Member
T03789,2020-11-02,F001,S003,1,,Non-Member
T03790,2020-07-25,F004,S007,2,70.0,Non-Member
T03791,2020-03-15,F008,S025,2,,Trial
T03792,2020-01-29,F009,S011,3,84.0,Trial
T03793,2020-12-13,F003,S014,3,225.0,Non-Member
T03794,2020-04-30,F006,S024,2,12.0,Trial
T03795,2020-04-11,F005,S009,3,72.0,Non-Member
T03796,2020-02-16,F004,S017,3,270.0,Member
T03797,2020-03-01,F002,S011,3,84.0,Trial
T03798,2020-09-01,F007,S020,2,40.0,Member
T03799,2020-12-10,F006,S004,1,25.0,Trial
T03800,2020-07-07,F004,S006,1,25.0,
T03801,2020-07-04,F001,S017,1,90.0,Trial
T03802,2020-05-04,F002,S015,2,90.0,Non-Member
T03803,2020-06-12,F003,S022,3,13.5,Non-Member
T03804,2020-03-16,F005,S008,2,,Non-Member
T03805,2020-02-19,F004,S019,1,1299.0,Trial
T03806,2020-09-04,F007,S011,2,56.0,Non-Member
T03807,2020-10-09,F001,S016,1,80.0,Non-Member
T03808,2020-07-10,F001,S001,2,44.0,Trial
T03809,2020-12-19,F006,S025,2,90.0,Member
T03810,2020-06-05,F009,S006,3,75.0,Trial
T03811,2020-01-22,F008,S022,3,13.5,Non-Member
T03812,2020-09-22,F007,S006,2,50.0,Trial
T03813,2020-09-24,F008,S024,1,6.0,Non-Member
T03814,2020-08-19,F001,S025,2,90.0,Non-Member
T03815,2020-11-18,F006,S017,2,180.0,Non-Member
T03816,2020-07-13,F001,S017,1,90.0,Trial
T03817,2020-06-29,F009,S005,3,90.0,Non-Member
T03818,2020-08-02,F003,S025,1,45.0,Member
T03819,2020-07-28,F008,S012,1,28.0,Member
T03820,2020-02-13,F006,S007,1,35.0,
T03821,2020-01-13,F004,S010,1,26.0,Trial
T03822,2020-08-15,F008,S011,2,56.0,Trial
T03823,2020-04-18,F008,S003,1,20.0,Trial
T03824,2020-10-29,F009,S016,1,80.0,Member
T03825,2020-12-19,F006,S008,3,66.0,Non-Member
T03826,2020-10-03,F009,S024,1,6.0,Non-Member
T03827,2020-12-26,F003,S021,1,8.5,
T03828,2020-06-18,F008,S023,3,74.97,
T03829,2020-04-09,F008,S025,2,90.0,Trial
T03830,2020-05-27,F006,S004,1,25.0,Trial
T03831,2020-07-15,F003,S006,1,25.0,Member
T03832,2020-10-04,F004,S009,2,48.0,Trial
T03833,2020-12-12,F005,S005,3,90.0,Trial
T03834,2020-03-03,F004,S017,1,90.0,Trial
T03835,2020-02-08,F009,S022,2,9.0,Member
T03836,2020-08-09,F004,S020,3,60.0,Trial
T03837,2020-06-23,F002,S002,2,56.0,Non-Member
T03838,2020-09-22,F003,S020,1,20.0,
T03839,2020-07-14,F003,S019,1,1299.0,Trial
T03840,2020-01-08,F005,S023,1,24.99,
T03841,2020-09-16,F006,S023,2,49.98,
T03842,2020-01-30,F004,S014,3,225.0,Non-Member
T03843,2020-11-20,F001,S012,2,,Trial
T03844,2020-11-29,F007,S006,2,50.0,Member
T03845,2020-12-17,F007,S020,2,40.0,Member
T03846,2020-03-12,F004,S011,1,28.0,
T03847,2020-12-12,F009,S017,3,270.0,Trial
T03848,2020-01-16,F009,S003,1,20.0,Member
T03849,2020-08-23,F002,S010,3,78.0,Non-Member
T03850,2020-04-14,F007,S001,1,22.0,Trial
T03851,2020-09-18,F001,S017,3,270.0,Trial
T03852,2020-10-12,F009,S010,2,,Trial
T03853,2020-04-17,F008,S005,1,30.0,Non-Member
T03854,2020-03-29,F007,S023,3,74.97,Trial
T03855,2020-09-10,F007,S007,3,105.0,Non-Member
T03856,2020-02-07,F002,S022,3,13.5,Member
T03857,2020-06-04,F004,S017,2,180.0,Non-Member
T03858,2020-01-24,F008,S019,1,1299.0,Trial
T03859,2020-06-17,F007,S017,3,270.0,Trial
T03860,2020-03-31,F002,S018,1,129.0,Member
T03861,2020-10-11,F001,S003,3,60.0,Trial
T03862,2020-05-22,F008,S006,3,75.0,Member
T03863,2020-12-31,F004,S004,1,25.0,Non-Member
T03864,2020-07-16,F006,S020,3,60.0,Trial
T03865,2020-06-07,F007,S001,1,22.0,Member
T03866,2020-03-08,F004,S004,1,,Member
T03867,2020-09-07,F009,S004,2,50.0,Member
T03868,2020-06-06,F003,S023,1,24.99,Non-Member
T03869,2020-09-09,F006,S017,3,270.0,Member
T03870,2020-02-10,F009,S011,3,84.0,Non-Member
T03871,2020-01-13,F007,S007,1,35.0,Trial
T03872,2020-02-29,F007,S012,1,28.0,
T03873,2020-03-26,F007,S003,3,60.0,
T03874,2020-01-05,F006,S008,1,22.0,Member
T03875,2020-01-10,F002,S015,3,135.0,Non-Member
T03876,2020-06-14,F002,S008,2,44.0,Non-Member
T03877,2020-03-20,F004,S018,1,129.0,Member
T03878,2020-02-08,F004,S022,2,9.0,Member
T03879,2020-03-31,F001,S019,1,1299.0,Member
T03880,2020-11-01,F005,S001,1,22.0,Trial
T03881,2020-07-17,F007,S003,3,60.0,Non-Member
T03882,2020-07-25,F001,S015,2,90.0,Non-Member
T03883,2020-09-08,F003,S002,3,84.0,Trial
T03884,2020-07-05,F001,S023,3,74.97,Member
T03885,2020-08-10,F004,S023,3,74.97,Trial
T03886,2020-04-27,F004,S007,2,70.0,Member
T03887,2020-02-27,F007,S023,1,24.99,Trial
T03888,2020-03-08,F006,S003,1,20.0,Trial
T03889,2020-10-22,F005,S013,1,35.0,Trial
T03890,2020-05-05,F001,S012,3,84.0,Member
T03891,2020-06-22,F002,S007,1,35.0,Non-Member
T03892,2020-01-16,F007,S015,1,,Member
T03893,2020-10-27,F003,S010,1,26.0,
T03894,2020-06-07,F002,S021,1,8.5,Trial
T03895,2020-10-17,F007,S014,2,150.0,Non-Member
T03896,2020-05-01,F001,S008,2,44.0,Non-Member
T03897,2020-12-04,F009,S012,2,56.0,Trial
T03898,2020-04-12,F004,S020,1,20.0,Trial
T03899,2020-09-15,F001,S023,1,24.99,Member
T03900,2020-10-09,F005,S004,2,,Non-Member
T03901,2020-12-15,F007,S016,2,160.0,Member
T03902,2020-02-17,F005,S014,3,225.0,Non-Member
T03903,2020-11-27,F002,S009,2,48.0,Trial
T03904,2020-01-03,F001,S008,3,66.0,Trial
T03905,2020-11-20,F006,S012,3,84.0,Trial
T03906,2020-07-17,F005,S021,1,8.5,Member
T03907,2020-02-20,F009,S004,3,75.0,Member
T03908,2020-03-12,F004,S006,1,25.0,Member
T03909,2020-07-11,F006,S004,3,75.0,Member
T03910,2020-07-26,F001,S020,1,20.0,Trial
T03911,2020-06-27,F001,S015,2,90.0,Member
T03912,2020-10-23,F003,S013,2,70.0,Trial
T03913,2020-11-20,F006,S001,2,44.0,Trial
T03914,2020-02-18,F007,S021,1,8.5,Non-Member
T03915,2020-12-10,F009,S021,2,17.0,Non-Member
T03916,2020-11-05,F007,S012,2,56.0,Trial
T03917,2020-03-25,F001,S005,1,,Trial
T03918,2020-10-11,F008,S003,1,,Non-Member
T03919,2020-07-15,F006,S008,2,44.0,
T03920,2020-07-11,F005,S003,2,40.0,Trial
T03921,2020-03-14,F008,S004,3,75.0,Trial
T03922,2020-05-31,F006,S007,1,35.0,Trial
T03923,2020-07-05,F006,S012,1,28.0,Member
T03924,2020-01-26,F003,S021,3,25.5,Member
T03925,2020-08-06,F006,S010,2,52.0,Non-Member
T03926,2020-06-10,F007,S009,1,24.0,Trial
T03927,2020-12-18,F003,S019,1,1299.0,Trial
T03928,2020-04-14,F007,S021,1,,Member
T03929,2020-11-08,F001,S019,1,1299.0,Non-Member
T03930,2020-05-13,F006,S002,3,84.0,Member
T03931,2020-05-15,F007,S022,2,9.0,Trial
T03932,2020-01-22,F003,S007,2,70.0,Member
T03933,2020-08-13,F005,S004,2,50.0,Member
T03934,2020-08-07,F001,S006,1,,Trial
T03935,2020-03-27,F006,S011,1,28.0,Member
T03936,2020-04-06,F005,S024,1,6.0,
T03937,2020-08-03,F003,S006,3,75.0,Member
T03938,2020-10-21,F006,S010,1,26.0,Trial
T03939,2020-07-08,F005,S022,1,4.5,Member
T03940,2020-07-17,F004,S015,3,135.0,Member
T03941,2020-06-28,F009,S009,3,72.0,
T03942,2020-10-10,F002,S015,1,45.0,Non-Member
T03943,2020-04-18,F007,S020,3,60.0,Member
T03944,2020-01-14,F009,S006,3,75.0,Trial
T03945,2020-11-29,F006,S014,1,75.0,Non-Member
T03946,2020-02-01,F007,S010,2,52.0,Trial
T03947,2020-07-28,F008,S013,2,,Trial
T03948,2020-10-11,F006,S013,1,35.0,Trial
T03949,2020-01-25,F009,S009,2,48.0,Member
T03950,2020-12-14,F002,S021,2,17.0,Non-Member
T03951,2020-10-20,F003,S012,2,56.0,Member
T03952,2020-10-24,F003,S017,2,180.0,
T03953,2020-01-05,F003,S017,2,180.0,Trial
T03954,2020-02-24,F005,S008,3,,Non-Member
T03955,2020-06-14,F006,S005,1,30.0,Non-Member
T03956,2020-04-05,F009,S025,2,90.0,Trial
T03957,2020-10-15,F002,S018,1,129.0,Member
T03958,2020-10-15,F009,S002,2,56.0,Non-Member
T03959,2020-09-28,F004,S020,1,20.0,Trial
T03960,2020-04-09,F001,S014,2,150.0,
T03961,2020-01-08,F009,S008,1,22.0,
T03962,2020-10-14,F009,S010,1,26.0,Member
T03963,2020-08-08,F008,S015,2,90.0,Non-Member
T03964,2020-12-22,F002,S019,1,1299.0,Member
T03965,2020-01-09,F006,S001,2,44.0,Member
T03966,2020-10-23,F008,S002,3,84.0,Trial
T03967,2020-09-05,F005,S025,2,,Trial
T03968,2020-12-27,F005,S001,2,44.0,Member
T03969,2020-06-07,F004,S017,2,180.0,Trial
T03970,2020-08-29,F004,S018,1,129.0,Trial
T03971,2020-05-05,F002,S025,3,135.0,Trial
T03972,2020-07-09,F007,S016,2,160.0,Trial
T03973,2020-11-02,F008,S020,1,20.0,
T03974,2020-04-02,F007,S008,1,22.0,Trial
T03975,2020-04-21,F003,S009,1,24.0,Trial
T03976,2020-01-22,F004,S022,3,13.5,Member
T03977,2020-10-19,F001,S011,2,56.0,
T03978,2020-06-13,F002,S009,1,24.0,Non-Member
T03979,2020-06-06,F004,S001,2,44.0,Trial
T03980,2020-09-22,F004,S005,3,90.0,Trial
T03981,2020-07-15,F009,S003,3,60.0,Trial
T03982,2020-01-18,F006,S024,3,18.0,Member
T03983,2020-10-25,F002,S016,1,80.0,Non-Member
T03984,2020-12-14,F005,S006,1,25.0,Trial
T03985,2020-05-03,F008,S009,3,72.0,Non-Member
T03986,2020-08-24,F004,S018,1,129.0,Member
T03987,2020-02-04,F004,S003,3,60.0,Trial
T03988,2020-04-08,F005,S003,1,20.0,Trial
T03989,2020-12-11,F008,S023,1,24.99,Trial
T03990,2020-10-14,F003,S014,1,75.0,Member
T03991,2020-02-25,F005,S015,2,90.0,Non-Member
T03992,2020-01-13,F008,S007,2,70.0,Trial
T03993,2020-10-02,F008,S025,1,45.0,Trial
T03994,2020-06-08,F002,S009,2,48.0,
T03995,2020-08-01,F005,S015,1,45.0,Member
T03996,2020-11-29,F002,S025,2,90.0,Trial
T03997,2020-10-30,F003,S013,2,70.0,Non-Member
T03998,2020-08-30,F001,S001,3,66.0,Trial
T03999,2020-04-24,F009,S007,1,35.0,Member
T04000,2020-06-01,F009,S022,2,9.0,Trial
T04001,2020-09-16,F002,S013,2,70.0,Trial
T04002,2020-01-06,F009,S017,1,90.0,Trial
T04003,2020-02-05,F009,S022,3,13.5,Member
T04004,2020-12-09,F003,S010,2,52.0,Trial
T04005,2020-04-04,F009,S017,1,90.0,Trial
T04006,2020-02-03,F008,S007,2,70.0,
T04007,2020-01-18,F009,S015,1,45.0,Trial
T04008,2020-04-13,F002,S009,3,,Non-Member
T04009,2020-12-19,F002,S017,1,90.0,Non-Member
T04010,2020-08-19,F003,S025,1,45.0,Non-Member
T04011,2020-09-23,F001,S010,2,52.0,Member
T04012,2020-11-28,F004,S001,3,66.0,Non-Member
T04013,2020-05-21,F002,S021,1,8.5,Trial
T04014,2020-05-26,F008,S014,2,150.0,Non-Member
T04015,2020-09-01,F004,S018,1,129.0,Trial
T04016,2020-10-11,F002,S007,1,35.0,Trial
T04017,2020-11-28,F003,S023,1,24.99,Trial
T04018,2020-12-22,F009,S004,3,75.0,Member
T04019,2020-07-05,F006,S007,3,105.0,Non-Member
T04020,2020-07-05,F009,S018,1,,Non-Member
T04021,2020-01-18,F003,S003,1,20.0,Trial
T04022,2020-09-06,F002,S014,1,75.0,Non-Member
T04023,2020-05-05,F009,S010,1,26.0,Trial
T04024,2020-09-23,F008,S013,1,35.0,Non-Member
T04025,2020-09-18,F008,S010,3,,Member
T04026,2020-08-29,F003,S014,3,225.0,Trial
T04027,2020-09-28,F009,S003,1,20.0,Trial
T04028,2020-12-21,F001,S008,3,66.0,Member
T04029,2020-08-01,F008,S018,1,129.0,Member
T04030,2020-03-29,F009,S017,3,270.0,Non-Member
