TransactionID,Date,BranchID,ProductID,Quantity,Revenue,CustomerType
T03604,2020-08-27,B003,P030,4,100.0,Member
T03605,2020-02-10,B008,P026,3,47.97,Online
T03606,2020-08-28,B005,P019,5,74.95,Online
T03607,2020-11-19,B006,P017,2,39.98,Online
T03608,2020-10-31,B004,P008,1,17.99,Online
T03609,2020-09-04,B005,P011,5,119.94999999999999,Online
T03610,2020-09-12,B007,P002,5,124.94999999999999,Online
T03611,2020-05-11,B002,P027,2,,Non-Member
T03612,2020-04-22,B004,P015,2,51.98,Member
T03613,2020-12-23,B009,P017,3,59.97,Online
T03614,2020-07-23,B007,P019,3,44.97,Online
T03615,2020-02-11,B004,P006,5,84.94999999999999,Online
T03616,2020-12-05,B002,P025,3,239.96999999999997,Member
T03617,2020-08-11,B007,P027,4,51.96,Non-Member
T03618,2020-07-31,B008,P001,3,56.97,
T03619,2020-03-01,B005,P008,4,71.96,Online
T03620,2020-07-21,B010,P007,4,91.96,Online
T03621,2020-04-30,B005,P008,5,89.94999999999999,Non-Member
T03622,2020-06-21,B003,P020,3,38.97,Online
T03623,2020-02-12,B002,P003,1,19.99,Member
T03624,2020-03-17,B009,P014,4,99.96,Member
T03625,2020-12-23,B003,P002,1,24.99,Online
T03626,2020-03-31,B001,P005,3,80.97,Online
T03627,2020-12-13,B006,P022,5,59.95,Member
T03628,2020-01-21,B003,P029,3,,Online
T03629,2020-02-21,B001,P019,1,14.99,
T03630,2020-11-10,B001,P027,2,25.98,Non-Member
T03631,2020-07-19,B008,P004,3,65.97,Online
T03632,2020-11-11,B009,P003,5,99.94999999999999,Online
T03633,2020-03-11,B002,P015,5,129.95,Online
T03634,2020-03-21,B009,P004,4,87.96,Non-Member
T03635,2020-12-18,B005,P002,4,99.96,Online
T03636,2020-12-06,B003,P023,4,59.96,Online
T03637,2020-07-02,B009,P010,3,65.97,Online
T03638,2020-08-02,B004,P026,3,,Online
T03639,2020-04-17,B004,P015,2,51.98,Non-Member
T03640,2020-01-19,B002,P002,5,124.94999999999999,Member
T03641,2020-03-16,B002,P015,2,51.98,Non-Member
T03642,2020-02-07,B005,P025,3,239.96999999999997,
T03643,2020-10-23,B004,P023,4,59.96,Online
T03644,2020-07-28,B002,P030,5,125.0,Online
T03645,2020-12-29,B004,P029,4,75.96,Member
T03646,2020-07-05,B003,P013,2,37.98,Online
T03647,2020-02-03,B001,P002,3,74.97,
T03648,2020-04-05,B008,P015,4,103.96,Online
T03649,2020-08-18,B003,P027,3,38.97,Online
T03650,2020-12-03,B006,P030,5,125.0,Non-Member
T03651,2020-01-04,B003,P009,4,83.96,Member
T03652,2020-09-06,B006,P005,1,26.99,Non-Member
T03653,2020-05-02,B009,P020,4,51.96,Online
T03654,2020-04-13,B003,P014,1,24.99,Member
T03655,2020-11-19,B006,P023,3,44.97,Online
T03656,2020-06-21,B001,P004,4,87.96,Non-Member
T03657,2020-04-18,B003,P011,5,119.94999999999999,Online
T03658,2020-09-28,B007,P029,5,94.94999999999999,Non-Member
T03659,2020-08-10,B001,P015,5,,Online
T03660,2020-10-02,B008,P002,3,74.97,Online
T03661,2020-01-10,B007,P019,1,14.99,Online
T03662,2020-08-01,B008,P030,5,125.0,Non-Member
T03663,2020-06-10,B010,P008,4,71.96,Online
T03664,2020-06-02,B001,P027,2,25.98,Online
T03665,2020-07-21,B005,P001,5,94.94999999999999,Non-Member
T03666,2020-01-21,B004,P027,4,51.96,Non-Member
T03667,2020-07-22,B001,P014,1,24.99,Member
T03668,2020-05-20,B009,P027,5,64.95,Online
T03669,2020-01-09,B009,P028,3,26.97,Member
T03670,2020-09-11,B010,P007,5,114.94999999999999,Online
T03671,2020-02-29,B004,P030,4,100.0,Online
T03672,2020-03-31,B009,P021,2,27.98,
T03673,2020-12-16,B007,P003,3,59.97,Non-Member
T03674,2020-09-02,B001,P004,2,43.98,Online
T03675,2020-03-27,B005,P022,3,35.97,Online
T03676,2020-03-23,B007,P007,2,45.98,
T03677,2020-02-19,B005,P010,5,109.94999999999999,Member
T03678,2020-02-09,B003,P028,1,8.99,Member
T03679,2020-05-02,B002,P025,3,239.96999999999997,Non-Member
T03680,2020-02-28,B008,P011,1,23.99,Online
T03681,2020-09-18,B002,P016,5,104.94999999999999,Online
T03682,2020-02-12,B006,P026,1,15.99,Online
T03683,2020-03-31,B007,P026,2,,Online
T03684,2020-01-10,B010,P026,1,15.99,Member
T03685,2020-03-24,B003,P011,2,47.98,Non-Member
T03686,2020-09-02,B006,P001,3,56.97,Online
T03687,2020-08-09,B002,P026,5,79.95,Online
T03688,2020-04-18,B003,P007,5,114.94999999999999,
T03689,2020-10-27,B002,P024,2,27.98,Online
T03690,2020-10-12,B008,P013,3,56.97,Online
T03691,2020-04-11,B001,P002,4,99.96,Non-Member
T03692,2020-01-02,B010,P012,1,19.99,
T03693,2020-11-28,B006,P014,1,24.99,Online
T03694,2020-08-25,B002,P005,1,26.99,Member
T03695,2020-10-30,B003,P016,4,83.96,Online
T03696,2020-03-02,B010,P026,1,15.99,Online
T03697,2020-05-05,B005,P018,4,,Online
T03698,2020-01-20,B002,P002,3,74.97,Non-Member
T03699,2020-12-22,B005,P027,4,51.96,
T03700,2020-05-23,B006,P028,4,35.96,Member
T03701,2020-09-28,B006,P003,4,79.96,Online
T03702,2020-06-02,B007,P001,1,18.99,
T03703,2020-06-16,B003,P023,1,14.99,Non-Member
T03704,2020-09-25,B010,P020,1,12.99,Online
T03705,2020-02-28,B002,P009,3,62.97,Online
T03706,2020-03-04,B003,P019,2,29.98,Member
T03707,2020-04-28,B001,P009,3,62.97,Member
T03708,2020-12-30,B009,P030,5,125.0,Online
T03709,2020-10-09,B005,P004,4,87.96,Member
T03710,2020-06-08,B007,P003,3,59.97,Online
T03711,2020-01-27,B003,P003,1,19.99,Member
T03712,2020-02-24,B008,P002,4,99.96,Online
T03713,2020-07-26,B009,P004,3,65.97,Non-Member
T03714,2020-10-29,B009,P029,2,37.98,Member
T03715,2020-06-20,B003,P006,5,84.94999999999999,Member
T03716,2020-11-18,B001,P016,2,41.98,
T03717,2020-03-27,B009,P008,4,71.96,Member
T03718,2020-12-14,B009,P029,3,56.97,
T03719,2020-09-09,B009,P008,1,17.99,Online
T03720,2020-04-18,B010,P022,4,47.96,Non-Member
T03721,2020-09-27,B005,P012,2,39.98,Online
T03722,2020-10-29,B007,P030,5,125.0,Online
T03723,2020-05-17,B004,P020,1,12.99,
T03724,2020-05-10,B010,P016,1,20.99,Member
T03725,2020-07-26,B010,P007,3,68.97,Non-Member
T03726,2021-10-23,B003,P027,5,64.95,Member
T03727,2021-12-10,B004,P005,1,26.99,Non-Member
T03728,2021-05-08,B001,P024,1,,Online
T03729,2021-03-10,B004,P009,1,20.99,Member
T03730,2021-11-30,B004,P023,1,14.99,Member
T03731,2021-07-31,B002,P011,2,47.98,Online
T03732,2021-03-15,B003,P024,1,13.99,
T03733,2021-06-16,B007,P013,5,94.94999999999999,Online
T03734,2021-08-16,B004,P028,2,17.98,Non-Member
T03735,2021-07-19,B006,P007,2,,Online
T03736,2021-09-08,B005,P014,1,24.99,Online
T03737,2021-01-02,B007,P015,2,51.98,Member
T03738,2021-01-31,B008,P017,3,,
T03739,2021-07-31,B002,P029,3,56.97,Non-Member
T03740,2021-05-26,B005,P006,4,67.96,Member
T03741,2021-08-31,B009,P003,5,99.94999999999999,Online
T03742,2021-06-28,B005,P021,2,27.98,Online
T03743,2021-04-13,B005,P027,4,51.96,Online
T03744,2021-05-19,B003,P016,2,41.98,Online
T03745,2021-03-10,B001,P025,2,159.98,Online
T03746,2021-07-16,B004,P018,5,449.95,Non-Member
T03747,2021-02-26,B005,P024,3,41.97,Online
T03748,2021-12-20,B002,P009,5,104.94999999999999,
T03749,2021-07-26,B001,P003,5,99.94999999999999,Member
T03750,2021-05-04,B005,P009,2,41.98,Non-Member
T03751,2021-11-18,B008,P017,1,19.99,Non-Member
T03752,2021-01-11,B006,P025,5,399.95,Online
T03753,2021-10-18,B006,P001,4,75.96,Non-Member
T03754,2021-04-06,B002,P024,3,41.97,Online
T03755,2021-05-09,B005,P019,2,29.98,Online
T03756,2021-12-09,B010,P019,5,74.95,Online
T03757,2021-02-19,B007,P016,5,104.94999999999999,Non-Member
T03758,2021-05-06,B006,P002,3,74.97,Online
T03759,2021-08-30,B004,P018,3,269.96999999999997,Online
T03760,2021-04-27,B007,P018,1,89.99,Member
T03761,2021-02-22,B010,P029,2,37.98,Non-Member
T03762,2021-07-30,B001,P007,4,91.96,Online
T03763,2021-10-01,B002,P004,5,109.94999999999999,Online
T03764,2021-03-11,B004,P024,2,27.98,Non-Member
T03765,2021-07-09,B002,P002,3,74.97,Member
T03766,2021-10-28,B007,P004,3,65.97,Online
T03767,2021-04-18,B002,P011,2,47.98,Member
T03768,2021-02-17,B005,P026,5,79.95,Non-Member
T03769,2021-01-23,B008,P023,3,44.97,Non-Member
T03770,2021-12-03,B001,P030,4,100.0,Non-Member
T03771,2021-07-30,B006,P004,1,21.99,Non-Member
T03772,2021-10-22,B005,P001,4,75.96,Online
T03773,2021-07-02,B008,P018,2,179.98,Member
T03774,2021-02-19,B010,P001,3,56.97,Non-Member
T03775,2021-03-30,B003,P008,1,17.99,Non-Member
T03776,2021-04-11,B004,P007,2,45.98,Online
T03777,2021-08-24,B001,P022,4,47.96,Non-Member
T03778,2021-11-13,B003,P002,1,24.99,Non-Member
T03779,2021-07-07,B005,P027,4,51.96,Non-Member
T03780,2021-12-19,B002,P027,2,,Online
T03781,2021-07-13,B001,P006,3,50.97,Member
T03782,2021-09-30,B003,P022,4,47.96,Member
T03783,2021-02-13,B003,P007,1,22.99,Non-Member
T03784,2021-08-01,B002,P014,2,49.98,Non-Member
T03785,2021-05-17,B009,P023,5,74.95,Online
T03786,2021-08-20,B003,P027,5,64.95,Non-Member
T03787,2021-08-18,B007,P006,5,84.94999999999999,Online
T03788,2021-05-23,B006,P009,5,104.94999999999999,
T03789,2021-01-11,B004,P013,3,56.97,Online
T03790,2021-10-02,B008,P030,1,25.0,Member
T03791,2021-12-22,B003,P029,1,18.99,Non-Member
T03792,2021-12-25,B009,P028,1,8.99,Online
T03793,2021-07-22,B010,P023,2,29.98,Member
T03794,2021-09-23,B003,P018,2,179.98,Non-Member
T03795,2021-05-04,B001,P017,5,99.94999999999999,Member
T03796,2021-05-04,B009,P018,1,89.99,Online
T03797,2021-09-26,B009,P003,3,59.97,Online
T03798,2021-06-20,B009,P005,2,53.98,Member
T03799,2021-08-07,B008,P028,2,17.98,Non-Member
T03800,2021-04-23,B002,P017,2,39.98,Online
T03801,2021-02-06,B007,P024,5,69.95,Member
T03802,2021-06-14,B008,P006,3,50.97,Online
T03803,2021-01-16,B001,P025,1,79.99,Member
T03804,2021-12-07,B001,P028,1,8.99,Member
T03805,2021-06-15,B003,P025,5,399.95,Member
T03806,2021-02-12,B004,P016,1,20.99,
T03807,2021-10-03,B006,P002,5,124.94999999999999,Member
T03808,2021-03-18,B006,P011,4,95.96,
T03809,2021-09-16,B005,P025,3,239.96999999999997,Online
T03810,2021-03-23,B002,P018,2,179.98,
T03811,2021-05-28,B008,P017,1,19.99,Non-Member
T03812,2021-03-31,B005,P017,5,99.94999999999999,Member
T03813,2021-06-10,B007,P016,1,20.99,Online
T03814,2021-08-28,B001,P002,5,124.94999999999999,Member
T03815,2021-01-02,B005,P029,2,37.98,Online
T03816,2021-06-26,B006,P003,3,59.97,Online
T03817,2021-09-29,B003,P013,4,75.96,Member
T03818,2021-05-01,B007,P005,3,80.97,Non-Member
T03819,2021-06-14,B006,P022,1,11.99,Online
T03820,2021-06-08,B003,P026,5,79.95,Online
T03821,2021-01-22,B009,P023,1,14.99,Online
T03822,2021-01-28,B007,P007,2,45.98,Online
T03823,2021-11-05,B010,P018,4,359.96,Online
T03824,2021-01-09,B010,P025,5,399.95,Non-Member
T03825,2021-03-06,B002,P002,3,74.97,Member
T03826,2021-03-04,B007,P009,5,104.94999999999999,Member
T03827,2021-10-12,B009,P024,1,13.99,Online
T03828,2021-11-17,B005,P028,2,17.98,
T03829,2021-09-13,B004,P017,2,39.98,Online
T03830,2021-04-07,B009,P021,1,13.99,Online
T03831,2021-05-18,B004,P005,1,26.99,Non-Member
T03832,2021-12-23,B007,P020,3,38.97,Non-Member
T03833,2021-09-25,B010,P021,3,41.97,Online
T03834,2021-06-02,B003,P001,2,37.98,Online
T03835,2021-03-08,B006,P024,5,69.95,
T03836,2021-04-20,B002,P010,3,65.97,Member
T03837,2021-08-25,B001,P027,4,51.96,Online
T03838,2021-11-20,B007,P006,3,,Online
T03839,2021-05-29,B001,P006,4,67.96,Non-Member
T03840,2021-12-12,B006,P011,5,119.94999999999999,
T03841,2021-05-31,B004,P028,1,8.99,Member
T03842,2021-08-29,B007,P010,4,87.96,Online
T03843,2021-05-29,B009,P019,5,74.95,Member
T03844,2021-04-26,B002,P012,2,39.98,Non-Member
T03845,2021-05-22,B006,P024,2,27.98,Online
T03846,2021-11-09,B001,P022,3,35.97,Member
T03847,2021-05-29,B001,P028,3,26.97,Non-Member
T03848,2021-04-15,B004,P007,3,68.97,Non-Member
T03849,2021-09-27,B005,P019,3,44.97,Member
T03850,2021-07-22,B004,P026,2,31.98,Member
T03851,2021-02-16,B002,P023,5,74.95,Online
T03852,2021-09-27,B008,P024,1,13.99,Member
T03853,2021-11-07,B004,P008,5,89.94999999999999,Member
T03854,2021-11-20,B004,P016,2,41.98,Non-Member
T03855,2021-07-27,B006,P008,1,17.99,Online
T03856,2021-01-18,B002,P003,5,99.94999999999999,Online
T03857,2021-06-17,B007,P004,4,87.96,Online
T03858,2021-10-10,B009,P029,1,18.99,
T03859,2021-04-05,B004,P027,1,12.99,Member
T03860,2021-10-28,B002,P011,4,95.96,Member
T03861,2021-10-09,B003,P027,5,64.95,Member
T03862,2021-05-06,B007,P011,4,95.96,Online
T03863,2021-05-16,B005,P027,5,64.95,Member
T03864,2021-08-01,B001,P029,5,94.94999999999999,Non-Member
T03865,2021-07-20,B006,P020,3,38.97,Non-Member
T03866,2021-01-30,B002,P010,5,109.94999999999999,Member
T03867,2021-03-05,B009,P021,5,,Online
T03868,2021-02-25,B009,P010,2,43.98,Non-Member
T03869,2021-07-23,B009,P016,3,62.97,Member
T03870,2021-10-28,B003,P025,4,319.96,Non-Member
T03871,2021-03-29,B003,P007,5,,Non-Member
T03872,2021-02-07,B004,P015,3,77.97,Online
T03873,2021-06-22,B007,P003,1,,Online
T03874,2021-01-19,B005,P005,5,134.95,Online
T03875,2021-01-22,B006,P021,1,13.99,Online
T03876,2021-05-02,B008,P030,4,100.0,Online
T03877,2021-08-11,B001,P017,1,19.99,Member
T03878,2021-03-07,B007,P025,1,79.99,Member
T03879,2021-04-09,B001,P017,2,39.98,Online
T03880,2021-07-19,B007,P029,5,94.94999999999999,Member
T03881,2021-01-14,B007,P005,4,107.96,Member
T03882,2021-06-14,B004,P004,2,43.98,Non-Member
T03883,2021-05-11,B006,P012,1,19.99,Online
T03884,2021-09-18,B009,P006,4,67.96,Member
T03885,2021-09-06,B008,P014,5,124.94999999999999,Non-Member
T03886,2021-11-15,B004,P017,3,59.97,Online
T03887,2021-01-21,B002,P008,3,53.97,Member
T03888,2021-09-28,B008,P025,2,159.98,Online
T03889,2021-06-02,B004,P016,5,104.94999999999999,Non-Member
T03890,2021-07-28,B001,P007,2,45.98,Online
T03891,2021-11-11,B002,P002,1,24.99,Online
T03892,2021-08-20,B001,P020,1,12.99,Online
T03893,2021-10-17,B010,P023,1,14.99,Online
T03894,2021-05-27,B010,P006,1,16.99,Online
T03895,2021-05-11,B010,P026,2,31.98,Online
T03896,2021-11-03,B010,P020,4,51.96,Online
T03897,2021-12-03,B005,P027,5,64.95,Online
T03898,2021-02-15,B009,P010,2,43.98,Online
T03899,2021-10-24,B007,P021,5,69.95,Non-Member
T03900,2021-03-17,B006,P019,1,14.99,Online
T03901,2021-01-11,B009,P029,3,56.97,Non-Member
T03902,2021-03-31,B004,P004,2,43.98,Non-Member
T03903,2021-05-31,B003,P025,4,,Online
T03904,2021-10-16,B009,P002,4,99.96,Member
T03905,2021-10-13,B008,P005,4,107.96,Member
T03906,2021-08-23,B007,P029,1,18.99,Online
T03907,2021-03-31,B004,P010,5,109.94999999999999,Non-Member
T03908,2021-09-24,B010,P008,3,53.97,Online
T03909,2021-11-29,B004,P029,5,94.94999999999999,Non-Member
T03910,2021-12-03,B009,P025,1,79.99,Online
T03911,2021-01-02,B006,P014,1,,Non-Member
T03912,2021-12-22,B010,P020,4,51.96,Online
T03913,2021-01-16,B009,P026,2,31.98,Online
T03914,2021-10-30,B006,P018,2,179.98,Online
T03915,2021-12-05,B005,P003,5,99.94999999999999,Online
T03916,2021-10-21,B007,P012,4,79.96,Member
T03917,2021-04-21,B001,P018,4,359.96,Online
T03918,2021-02-20,B003,P025,2,159.98,Online
T03919,2021-10-20,B006,P030,1,25.0,Online
T03920,2021-04-09,B005,P013,5,94.94999999999999,Non-Member
T03921,2021-05-04,B010,P026,3,47.97,Online
T03922,2021-11-17,B001,P028,1,8.99,Non-Member
T03923,2021-09-02,B004,P001,1,,Online
T03924,2021-11-04,B007,P030,4,100.0,Member
T03925,2021-01-29,B002,P027,4,51.96,Non-Member
T03926,2021-02-08,B002,P022,2,23.98,Online
T03927,2021-01-14,B001,P003,4,79.96,Member
T03928,2021-11-10,B005,P003,3,59.97,Member
T03929,2021-06-14,B001,P015,4,103.96,Non-Member
T03930,2021-11-19,B009,P007,5,,Online
T03931,2021-11-25,B007,P021,2,27.98,
T03932,2021-07-08,B004,P021,3,41.97,Online
T03933,2021-01-09,B008,P015,4,103.96,
T03934,2021-07-20,B003,P002,4,99.96,Non-Member
T03935,2021-07-26,B007,P022,2,23.98,Non-Member
T03936,2021-06-26,B001,P018,1,89.99,Online
T03937,2021-11-17,B008,P030,4,,Member
T03938,2021-03-24,B010,P023,5,74.95,Member
T03939,2021-05-15,B001,P013,5,94.94999999999999,Online
T03940,2021-02-04,B004,P007,2,45.98,Online
T03941,2021-04-29,B002,P030,2,50.0,Online
T03942,2021-07-03,B003,P007,3,68.97,Online
T03943,2021-02-25,B008,P018,1,89.99,Online
T03944,2021-01-06,B004,P028,2,17.98,Member
T03945,2021-02-10,B010,P006,1,16.99,Online
T03946,2021-02-27,B004,P025,4,319.96,
T03947,2021-09-20,B006,P005,4,107.96,Online
T03948,2021-10-07,B010,P012,4,79.96,Member
T03949,2021-04-08,B004,P015,1,25.99,Online
T03950,2021-06-07,B005,P019,1,14.99,Non-Member
T03951,2021-10-24,B006,P002,2,49.98,
T03952,2021-05-31,B009,P002,1,,Online
T03953,2021-05-22,B005,P002,2,49.98,Online
T03954,2021-04-15,B005,P027,1,12.99,Online
T03955,2021-08-29,B009,P004,2,43.98,
T03956,2021-09-13,B009,P006,2,33.98,
T03957,2021-01-08,B003,P021,1,13.99,Online
T03958,2021-10-29,B009,P027,2,25.98,Member
T03959,2021-11-18,B004,P009,5,104.94999999999999,
T03960,2021-03-29,B010,P018,3,269.96999999999997,Online
T03961,2021-12-18,B010,P015,2,51.98,Online
T03962,2021-04-29,B009,P008,1,17.99,Non-Member
T03963,2021-10-06,B006,P014,1,,Online
T03964,2021-04-28,B010,P025,4,319.96,Member
T03965,2021-09-10,B010,P018,4,359.96,Online
T03966,2021-12-15,B002,P015,4,,Member
T03967,2021-07-26,B008,P008,4,71.96,Non-Member
T03968,2021-01-08,B006,P025,1,79.99,Online
T03969,2021-10-04,B003,P003,2,39.98,Non-Member
T03970,2021-04-25,B006,P011,2,47.98,Member
T03971,2021-07-21,B006,P001,3,56.97,Online
T03972,2021-02-23,B005,P013,5,94.94999999999999,Non-Member
T03973,2021-02-07,B009,P021,2,27.98,Member
T03974,2021-10-20,B003,P011,5,119.94999999999999,Online
T03975,2021-08-22,B010,P002,5,124.94999999999999,Online
T03976,2021-05-01,B007,P020,5,64.95,Online
T03977,2021-10-07,B001,P006,2,33.98,Member
T03978,2021-06-19,B001,P020,2,25.98,Online
T03979,2021-11-03,B005,P017,3,59.97,Non-Member
T03980,2021-06-02,B010,P011,5,119.94999999999999,Member
T03981,2021-11-28,B002,P010,3,65.97,
T03982,2021-11-17,B009,P017,4,79.96,Member
T03983,2021-12-22,B008,P003,3,59.97,Non-Member
T03984,2021-05-01,B009,P013,4,75.96,Online
T03985,2021-09-02,B004,P018,2,179.98,Member
T03986,2021-11-12,B008,P009,4,83.96,
T03987,2021-11-11,B002,P024,4,55.96,Online
T03988,2021-11-09,B009,P016,4,83.96,
T03989,2021-11-16,B010,P030,4,100.0,Online
T03990,2021-03-20,B003,P011,5,119.94999999999999,Non-Member
T03991,2021-09-10,B001,P026,5,79.95,Online
T03992,2021-12-15,B009,P001,4,75.96,Non-Member
T03993,2021-12-16,B004,P012,1,19.99,Online
T03994,2021-01-16,B006,P025,4,319.96,Online
T03995,2021-11-14,B006,P022,4,47.96,Member
T03996,2021-01-16,B002,P006,3,50.97,Non-Member
T03997,2021-06-25,B006,P009,3,62.97,Non-Member
T03998,2021-09-26,B007,P015,5,129.95,Online
T03999,2021-04-11,B003,P012,5,99.94999999999999,Online
T04000,2021-04-06,B004,P021,2,27.98,Online
T04001,2021-07-20,B004,P028,2,17.98,Member
T04002,2021-06-24,B007,P006,3,50.97,Member
T04003,2021-12-17,B006,P006,5,84.94999999999999,Online
T04004,2021-09-05,B003,P030,3,75.0,Online
T04005,2021-03-27,B010,P006,4,67.96,
T04006,2021-12-22,B004,P011,5,119.94999999999999,Online
T04007,2021-02-22,B004,P028,5,44.95,
T04008,2021-10-14,B007,P012,3,59.97,
T04009,2021-11-27,B008,P017,3,59.97,Online
T04010,2021-10-14,B006,P001,5,94.94999999999999,Online
T04011,2021-09-07,B005,P027,3,38.97,Non-Member
T04012,2021-01-04,B004,P010,5,109.94999999999999,Member
T04013,2021-12-12,B009,P027,5,64.95,Member
T04014,2021-02-27,B008,P020,4,51.96,Non-Member
T04015,2021-01-25,B004,P017,3,59.97,Non-Member
T04016,2021-05-18,B001,P003,3,59.97,Non-Member
T04017,2021-07-21,B005,P003,3,59.97,Online
T04018,2021-08-21,B002,P011,3,71.97,Non-Member
T04019,2021-02-24,B004,P024,2,27.98,Online
T04020,2021-11-14,B004,P027,4,51.96,Online
T04021,2021-09-26,B002,P008,4,71.96,Online
T04022,2021-06-12,B001,P001,5,94.94999999999999,Online
T04023,2021-03-18,B002,P010,1,21.99,Member
T04024,2021-07-01,B003,P015,4,103.96,Member
T04025,2021-12-23,B010,P017,4,79.96,Member
T04026,2021-11-06,B003,P025,4,319.96,Member
T04027,2021-05-20,B006,P005,2,53.98,Online
T04028,2021-07-25,B003,P029,2,37.98,Online
T04029,2021-10-13,B007,P014,1,24.99,Online
T04030,2021-10-26,B009,P014,4,99.96,Online
T04031,2021-05-24,B005,P028,2,17.98,Non-Member
T04032,2021-09-10,B006,P017,3,59.97,Online
T04033,2021-10-05,B006,P024,5,69.95,Online
T04034,2021-07-06,B006,P026,5,79.95,Online
T04035,2021-04-02,B009,P005,3,80.97,
T04036,2021-02-12,B007,P011,1,23.99,Non-Member
T04037,2021-01-04,B001,P002,2,49.98,
T04038,2021-07-10,B004,P019,2,29.98,Member
T04039,2021-05-02,B003,P021,1,13.99,
T04040,2021-06-12,B002,P007,1,22.99,Online
T04041,2021-06-24,B008,P002,5,124.94999999999999,Non-Member
T04042,2021-11-21,B007,P018,2,179.98,Member
T04043,2021-05-26,B005,P010,5,109.94999999999999,Online
T04044,2021-07-17,B010,P020,4,51.96,Non-Member
T04045,2021-09-13,B004,P014,4,99.96,Online
T04046,2021-05-30,B007,P005,1,26.99,Non-Member
T04047,2021-07-07,B009,P024,2,27.98,Online
T04048,2021-05-28,B004,P003,5,99.94999999999999,Non-Member
T04049,2021-03-30,B009,P026,1,15.99,Non-Member
T04050,2021-04-08,B002,P005,2,53.98,Non-Member
T04051,2021-11-27,B001,P021,3,41.97,Member
T04052,2021-01-31,B007,P024,1,13.99,Member
T04053,2021-09-24,B004,P014,3,74.97,Online
T04054,2021-03-23,B004,P023,5,74.95,Online
T04055,2021-06-26,B001,P018,2,179.98,Online
T04056,2021-07-26,B009,P023,1,14.99,Online
T04057,2021-04-01,B003,P029,3,56.97,Online
T04058,2021-08-26,B006,P009,3,62.97,Online
T04059,2021-09-05,B003,P013,2,37.98,Member
T04060,2021-06-16,B003,P020,1,12.99,Online
T04061,2021-07-15,B009,P008,1,17.99,Online
T04062,2021-01-28,B009,P028,2,17.98,Online
T04063,2021-03-03,B008,P006,1,16.99,Online
T04064,2021-12-18,B004,P007,4,91.96,Non-Member
T04065,2021-10-17,B010,P006,1,16.99,Online
T04066,2021-04-04,B003,P005,5,134.95,Non-Member
T04067,2021-07-30,B003,P004,4,87.96,Online
T04068,2021-12-03,B010,P003,3,59.97,Non-Member
T04069,2021-10-11,B009,P005,2,53.98,
T04070,2021-06-16,B006,P023,2,29.98,Non-Member
T04071,2021-06-13,B009,P010,3,65.97,Online
T04072,2021-03-04,B008,P024,4,,Online
T04073,2021-04-23,B003,P026,4,63.96,Online
T04074,2021-05-07,B001,P019,3,44.97,Online
T04075,2021-05-10,B010,P026,4,63.96,Member
T04076,2021-04-03,B008,P020,5,64.95,Online
T04077,2021-01-02,B003,P019,2,29.98,Online
T04078,2021-02-05,B003,P002,3,74.97,Non-Member
T04079,2021-12-08,B010,P015,5,129.95,Online
T04080,2021-02-27,B004,P016,3,62.97,Non-Member
T04081,2021-10-24,B009,P030,5,125.0,Non-Member
T04082,2021-03-08,B003,P001,1,18.99,Non-Member
T04083,2021-07-06,B007,P024,1,13.99,Non-Member
T04084,2021-03-30,B001,P029,1,18.99,Online
T04085,2021-10-11,B008,P020,4,51.96,Online
T04086,2021-06-28,B004,P023,3,44.97,Online
T04087,2021-04-05,B004,P021,5,69.95,Online
T04088,2021-02-01,B001,P007,1,22.99,
T04089,2021-06-04,B004,P030,4,100.0,Member
T04090,2021-10-21,B010,P011,1,23.99,Online
T04091,2021-02-04,B006,P027,2,25.98,Non-Member
T04092,2021-10-20,B002,P001,2,37.98,Non-Member
T04093,2021-10-28,B006,P022,1,11.99,Member
T04094,2021-06-05,B004,P016,3,62.97,Non-Member
T04095,2021-01-30,B010,P027,2,,Member
T04096,2021-10-23,B007,P016,1,20.99,Non-Member
T04097,2021-12-18,B010,P016,1,20.99,Member
T04098,2021-03-16,B007,P002,2,49.98,Non-Member
T04099,2021-03-01,B004,P006,1,16.99,
T04100,2021-07-29,B008,P025,2,159.98,Member
T04101,2021-02-28,B010,P025,1,79.99,Member
T04102,2021-02-27,B007,P013,1,18.99,Non-Member
T04103,2021-04-03,B001,P004,5,109.94999999999999,Member
T04104,2021-08-17,B003,P024,3,41.97,Online
T04105,2021-05-08,B004,P030,5,125.0,
T04106,2021-01-19,B005,P019,2,29.98,Online
T04107,2021-07-14,B006,P007,5,114.94999999999999,Member
T04108,2021-12-05,B003,P015,3,77.97,Member
T04109,2021-03-18,B005,P006,1,16.99,Member
T04110,2021-05-26,B001,P026,5,79.95,Online
T04111,2021-11-17,B009,P005,3,80.97,Member
T04112,2021-10-23,B006,P005,2,53.98,Online
T04113,2021-07-12,B003,P001,5,94.94999999999999,Non-Member
T04114,2021-12-25,B006,P012,4,79.96,Member
T04115,2021-12-02,B001,P026,2,31.98,Online
T04116,2021-03-07,B010,P016,1,20.99,Member
T04117,2021-04-28,B008,P004,2,43.98,Online
T04118,2021-04-08,B007,P030,3,75.0,Online
T04119,2021-10-04,B006,P013,3,56.97,Non-Member
T04120,2021-04-19,B001,P009,1,20.99,Non-Member
T04121,2021-01-14,B003,P016,1,20.99,Online
T04122,2021-03-05,B006,P020,2,25.98,Online
